name,description,url
Sales Supervisor Solution,Sales Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-supervisor-solution/
Sales Support Specialist Solution,Sales Support Specialist Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-support-specialist-solution/
Senior Insurance Agent Solution,Senior Insurance Agent Solution,https://www.shl.com/solutions/products/product-catalog/view/senior-insurance-agent-solution/
Senior Sales Professional Solution,Senior Sales Professional Solution,https://www.shl.com/solutions/products/product-catalog/view/senior-sales-professional-solution/
Server Solution,Server Solution,https://www.shl.com/solutions/products/product-catalog/view/server-solution/
Service Associate Solution,Service Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/service-associate-solution/
Service Supervisor Solution,Service Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/service-supervisor-solution/
Stock Clerk Solution,Stock Clerk Solution,https://www.shl.com/solutions/products/product-catalog/view/stock-clerk-solution/
Store Manager 7.0 Solution,Store Manager 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-0-solution/
Store Manager 7.1 (Americas),Store Manager 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-1-%28americas%29/
Executive Scenarios Profile Report,Executive Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/executive-scenarios-profile-report/
ExpressJS (New),ExpressJS (New),https://www.shl.com/solutions/products/product-catalog/view/expressjs-new/
Filing - Names (R1),Filing - Names (R1),https://www.shl.com/solutions/products/product-catalog/view/filing-names-r1/
Filing - Numbers,Filing - Numbers,https://www.shl.com/solutions/products/product-catalog/view/filing-numbers/
Financial Accounting (New),Financial Accounting (New),https://www.shl.com/solutions/products/product-catalog/view/financial-accounting-new/
Financial and Banking Services (New),Financial and Banking Services (New),https://www.shl.com/solutions/products/product-catalog/view/financial-and-banking-services-new/
Fire Engineering (New),Fire Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/fire-engineering-new/
Following Instructions v1 - UK (R1),Following Instructions v1 - UK (R1),https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-uk-r1/
Following Instructions v1 - US (R2),Following Instructions v1 - US (R2),https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-us-r2/
Food and Beverage Services (New),Food and Beverage Services (New),https://www.shl.com/solutions/products/product-catalog/view/food-and-beverage-services-new/
Food Science (New),Food Science (New),https://www.shl.com/solutions/products/product-catalog/view/food-science-new/
Front Office Management (New),Front Office Management (New),https://www.shl.com/solutions/products/product-catalog/view/front-office-management-new/
Store Manager 7.1 (International),Store Manager 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-1-%28international%29/
Store Manager Solution,Store Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/store-manager-solution/
Supervisor - Short Form,Supervisor - Short Form,https://www.shl.com/solutions/products/product-catalog/view/supervisor-short-form/
Supervisor 7.0 Solution,Supervisor 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/supervisor-7-0-solution/
Supervisor 7.1 (Americas),Supervisor 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/supervisor-7-1-%28americas%29/
Supervisor 7.1 (International),Supervisor 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/supervisor-7-1-%28international%29/
Support Associate Solution,Support Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/support-associate-solution/
Support Supervisor Solution,Support Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/support-supervisor-solution/
Technical Sales Associate Solution,Technical Sales Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/technical-sales-associate-solution/
Technician/Technologist Solution,Technician/Technologist Solution,https://www.shl.com/solutions/products/product-catalog/view/techniciantechnologist-solution/
Technology Professional 8.0 Job Focused Assessment,Technology Professional 8.0 Job Focused Assessment,https://www.shl.com/solutions/products/product-catalog/view/technology-professional-8-0-job-focused-assessment/
Telenurse Solution,Telenurse Solution,https://www.shl.com/solutions/products/product-catalog/view/telenurse-solution/
Fundamentals of Chemistry (New),Fundamentals of Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-chemistry-new/
Fundamentals of Physics (New),Fundamentals of Physics (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-physics-new/
General Diseases (New),General Diseases (New),https://www.shl.com/solutions/products/product-catalog/view/general-diseases-new/
Geoinformatics Engineering (New),Geoinformatics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoinformatics-engineering-new/
Geoscience Engineering (New),Geoscience Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoscience-engineering-new/
GIT (New),GIT (New),https://www.shl.com/solutions/products/product-catalog/view/git-new/
Global Skills Assessment,Global Skills Assessment,https://www.shl.com/solutions/products/product-catalog/view/global-skills-assessment/
Graduate Scenarios,Graduate Scenarios,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios/
Graduate Scenarios Narrative Report,Graduate Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-narrative-report/
Graduate Scenarios Profile Report,Graduate Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-profile-report/
Hibernate (New),Hibernate (New),https://www.shl.com/solutions/products/product-catalog/view/hibernate-new/
HIPAA (Security),HIPAA (Security),https://www.shl.com/solutions/products/product-catalog/view/hipaa-security/
Teller 7.0,Teller 7.0,https://www.shl.com/solutions/products/product-catalog/view/teller-7-0/
Teller with Sales - Short Form,Teller with Sales - Short Form,https://www.shl.com/solutions/products/product-catalog/view/teller-with-sales-short-form/
Transcriptionist Solution,Transcriptionist Solution,https://www.shl.com/solutions/products/product-catalog/view/transcriptionist-solution/
Workplace Safety - Individual 7.0 Solution,Workplace Safety - Individual 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-individual-7-0-solution/
Workplace Safety - Individual 7.1 (Americas),Workplace Safety - Individual 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-individual-7-1-solution/
Workplace Safety - Team 7.0 Solution,Workplace Safety - Team 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-team-7-0-solution/
Workplace Safety - Team 7.1 (Americas),Workplace Safety - Team 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-team-7-1-%28americas%29/
Workplace Safety - Team 7.1 (International),Workplace Safety - Team 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-team-7-1-solution/
Workplace Safety Solution,Workplace Safety Solution,https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-solution/
HiPo Assessment Report 1.0,HiPo Assessment Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-assessment-report-1-0/
HiPo Assessment Report 2.0,HiPo Assessment Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-assessment-report-2-0/
HiPo Unlocking Potential Report 2.0,HiPo Unlocking Potential Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-unlocking-potential-report-2-0/
Housekeeping (New),Housekeeping (New),https://www.shl.com/solutions/products/product-catalog/view/housekeeping-new/
HTML/CSS (New),HTML/CSS (New),https://www.shl.com/solutions/products/product-catalog/view/htmlcss-new/
HTML5 (New),HTML5 (New),https://www.shl.com/solutions/products/product-catalog/view/html5-new/
Human Resources (New),Human Resources (New),https://www.shl.com/solutions/products/product-catalog/view/human-resources-new/
IBM DataStage (New),IBM DataStage (New),https://www.shl.com/solutions/products/product-catalog/view/ibm-datastage-new/
IBM Sterling Order Management System (New),IBM Sterling Order Management System (New),https://www.shl.com/solutions/products/product-catalog/view/ibm-sterling-order-management-system-new/
Industrial Engineering (New),Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/industrial-engineering-new/
Informatica (Architecture) (New),Informatica (Architecture) (New),https://www.shl.com/solutions/products/product-catalog/view/informatica-architecture-new/
Informatica (Developer) (New),Informatica (Developer) (New),https://www.shl.com/solutions/products/product-catalog/view/informatica-developer-new/
Instrumentation Engineering (New),Instrumentation Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/instrumentation-engineering-new/
Interpersonal Communications,Interpersonal Communications,https://www.shl.com/solutions/products/product-catalog/view/interpersonal-communications/
Interviewing and Hiring Concepts (U.S.),Interviewing and Hiring Concepts (U.S.),https://www.shl.com/solutions/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/
iOS Development (New),iOS Development (New),https://www.shl.com/solutions/products/product-catalog/view/ios-development-new/
ITIL (IT Infrastructure Library) (New),ITIL (IT Infrastructure Library) (New),https://www.shl.com/solutions/products/product-catalog/view/itil-it-infrastructure-library-new/
Java 2 Platform Enterprise Edition 1.4 Fundamental,Java 2 Platform Enterprise Edition 1.4 Fundamental,https://www.shl.com/solutions/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/
Java 8 (New),Java 8 (New),https://www.shl.com/solutions/products/product-catalog/view/java-8-new/
Java Design Patterns (New),Java Design Patterns (New),https://www.shl.com/solutions/products/product-catalog/view/java-design-patterns-new/
Java Frameworks (New),Java Frameworks (New),https://www.shl.com/solutions/products/product-catalog/view/java-frameworks-new/
Java Platform Enterprise Edition 7 (Java EE 7),Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/solutions/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/
Java Web Services (New),Java Web Services (New),https://www.shl.com/solutions/products/product-catalog/view/java-web-services-new/
JavaScript (New),JavaScript (New),https://www.shl.com/solutions/products/product-catalog/view/javascript-new/
Jenkins (New),Jenkins (New),https://www.shl.com/solutions/products/product-catalog/view/jenkins-new/
Job Control Language (New),Job Control Language (New),https://www.shl.com/solutions/products/product-catalog/view/job-control-language-new/
jQuery (New),jQuery (New),https://www.shl.com/solutions/products/product-catalog/view/jquery-new/
Kubernetes (New),Kubernetes (New),https://www.shl.com/solutions/products/product-catalog/view/kubernetes-new/
Linux Administration (New),Linux Administration (New),https://www.shl.com/solutions/products/product-catalog/view/linux-administration-new/
Linux Operating System,Linux Operating System,https://www.shl.com/solutions/products/product-catalog/view/linux-operating-system/
Linux Programming (General),Linux Programming (General),https://www.shl.com/solutions/products/product-catalog/view/linux-programming-general/
Load Runner (New),Load Runner (New),https://www.shl.com/solutions/products/product-catalog/view/load-runner-new/
Management Scenarios,Management Scenarios,https://www.shl.com/solutions/products/product-catalog/view/management-scenarios/
Managerial Scenarios Candidate Report,Managerial Scenarios Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-candidate-report/
Managerial Scenarios Narrative Report,Managerial Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-narrative-report/
Managerial Scenarios Profile Report,Managerial Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-profile-report/
Manual Testing (New),Manual Testing (New),https://www.shl.com/solutions/products/product-catalog/view/manual-testing-new/
Manufac. & Indust. - Mechanical & Vigilance 8.0,Manufac. & Indust. - Mechanical & Vigilance 8.0,https://www.shl.com/solutions/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/
Manufac. & Indust. - Safety & Dependability 8.0,Manufac. & Indust. - Safety & Dependability 8.0,https://www.shl.com/solutions/products/product-catalog/view/safety-and-dependability-focus-8-0/
Manufacturing & Industrial - Essential Focus 8.0,Manufacturing & Industrial - Essential Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/essential-focus-8-0/
Manufacturing & Industrial - Mechanical Focus 8.0,Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/mechanical-focus-8-0/
Manufacturing & Industrial - Vigilance Focus 8.0,Manufacturing & Industrial - Vigilance Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/vigilance-focus-8-0/
Marketing (New),Marketing (New),https://www.shl.com/solutions/products/product-catalog/view/marketing-new/
Maven (New),Maven (New),https://www.shl.com/solutions/products/product-catalog/view/maven-new/
Mechanical Engineering (New),Mechanical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mechanical-engineering-new/
Mechatronics Engineering (New),Mechatronics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mechatronics-engineering-new/
Medical Terminology (New),Medical Terminology (New),https://www.shl.com/solutions/products/product-catalog/view/medical-terminology-new/
Metallurgical Engineering (New),Metallurgical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/metallurgical-engineering-new/
MFS 360 Enterprise Leadership Report,MFS 360 Enterprise Leadership Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-enterprise-leadership-report/
MFS 360 UCF Group Report,MFS 360 UCF Group Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-group-report/
MFS 360 UCF Performance Potential Dev Tips Report,MFS 360 UCF Performance Potential Dev Tips Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/
MFS 360 UCF Standard Report,MFS 360 UCF Standard Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-standard-report/
Micro Focus Unified Functional Testing (New),Micro Focus Unified Functional Testing (New),https://www.shl.com/solutions/products/product-catalog/view/micro-focus-unified-functional-testing-new/
Microservices (New),Microservices (New),https://www.shl.com/solutions/products/product-catalog/view/microservices-new/
Microsoft Dynamics Development (New),Microsoft Dynamics Development (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-dynamics-development-new/
Microsoft Excel 365 - Essentials (New),Microsoft Excel 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-essentials-new/
Microsoft Excel 365 (New),Microsoft Excel 365 (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-new/
Microsoft Outlook 2013 (adaptive),Microsoft Outlook 2013 (adaptive),https://www.shl.com/solutions/products/product-catalog/view/microsoft-outlook-2013-adaptive/
Microsoft PowerPoint 365 - Essentials (New),Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/
Microsoft SQL Server 2014 Programming,Microsoft SQL Server 2014 Programming,https://www.shl.com/solutions/products/product-catalog/view/microsoft-sql-server-2014-programming/
Microsoft Windows Server 2012 Administration,Microsoft Windows Server 2012 Administration,https://www.shl.com/solutions/products/product-catalog/view/microsoft-windows-server-2012-administration/
Microsoft Word 365 - Essentials (New),Microsoft Word 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-word-365-essentials-new/
Microsoft Word 365 (New),Microsoft Word 365 (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-word-365-new/
Mineral Engineering (New),Mineral Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mineral-engineering-new/
Mining Engineering (New),Mining Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mining-engineering-new/
Mobility (New),Mobility (New),https://www.shl.com/solutions/products/product-catalog/view/mobility-new/
Molecular Biology (New),Molecular Biology (New),https://www.shl.com/solutions/products/product-catalog/view/molecular-biology-new/
MongoDB (New),MongoDB (New),https://www.shl.com/solutions/products/product-catalog/view/mongodb-new/
Motivation Questionnaire MQM5,Motivation Questionnaire MQM5,https://www.shl.com/solutions/products/product-catalog/view/motivation-questionnaire-mqm5/
MQ Candidate Motivation Report,MQ Candidate Motivation Report,https://www.shl.com/solutions/products/product-catalog/view/mq-candidate-motivation-report/
MQ Employee Motivation Report,MQ Employee Motivation Report,https://www.shl.com/solutions/products/product-catalog/view/mq-employee-motivation-report/
MQ Motivation Report Pack,MQ Motivation Report Pack,https://www.shl.com/solutions/products/product-catalog/view/mq-motivation-report-pack/
MQ Profile,MQ Profile,https://www.shl.com/solutions/products/product-catalog/view/mq-profile/
MS Access (New),MS Access (New),https://www.shl.com/solutions/products/product-catalog/view/ms-access-new/
MS Excel (New),MS Excel (New),https://www.shl.com/solutions/products/product-catalog/view/ms-excel-new/
MS Office Basic Computer Literacy (New),MS Office Basic Computer Literacy (New),https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-new/
MS Office Basic Computer Literacy (Sim) (New),MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/
MS PowerPoint (New),MS PowerPoint (New),https://www.shl.com/solutions/products/product-catalog/view/ms-powerpoint-new/
MS Word (New),MS Word (New),https://www.shl.com/solutions/products/product-catalog/view/ms-word-new/
MuleSoft Development (New),MuleSoft Development (New),https://www.shl.com/solutions/products/product-catalog/view/mulesoft-development-new/
Multitasking Ability,Multitasking Ability,https://www.shl.com/solutions/products/product-catalog/view/multitasking-ability/
Networking and Implementation (New),Networking and Implementation (New),https://www.shl.com/solutions/products/product-catalog/view/networking-and-implementation-new/
Node.js (New),Node.js (New),https://www.shl.com/solutions/products/product-catalog/view/node-js-new/
Nursing (New),Nursing (New),https://www.shl.com/solutions/products/product-catalog/view/nursing-new/
Occupational Personality Questionnaire OPQ32r,Occupational Personality Questionnaire OPQ32r,https://www.shl.com/solutions/products/product-catalog/view/occupational-personality-questionnaire-opq32r/
Operations Management (New),Operations Management (New),https://www.shl.com/solutions/products/product-catalog/view/operations-management-new/
OPQ Candidate Plus Report,OPQ Candidate Plus Report,https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-plus-report/
OPQ Candidate Report 2.0,OPQ Candidate Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-report-2-0/
OPQ Emotional Intelligence Report,OPQ Emotional Intelligence Report,https://www.shl.com/solutions/products/product-catalog/view/opq-emotional-intelligence-report/
OPQ Leadership Report,OPQ Leadership Report,https://www.shl.com/solutions/products/product-catalog/view/opq-leadership-report/
OPQ Manager Plus Report,OPQ Manager Plus Report,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report/
OPQ Manager Plus Report 2.0,OPQ Manager Plus Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report-2-0/
OPQ Maximising your Learning Report,OPQ Maximising your Learning Report,https://www.shl.com/solutions/products/product-catalog/view/opq-maximising-your-learning-report/
OPQ MQ Sales Report,OPQ MQ Sales Report,https://www.shl.com/solutions/products/product-catalog/view/opq-mq-sales-report/
OPQ Premium Plus Report,OPQ Premium Plus Report,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report/
OPQ Premium Plus Report 2.0,OPQ Premium Plus Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report-2-0/
OPQ Profile Report,OPQ Profile Report,https://www.shl.com/solutions/products/product-catalog/view/opq-profile-report/
OPQ Team Impact Group Development Report,OPQ Team Impact Group Development Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-group-development-report/
OPQ Team Impact Individual Development Report,OPQ Team Impact Individual Development Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-individual-development-report/
OPQ Team Impact Selection Report,OPQ Team Impact Selection Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-selection-report/
OPQ Team Types & Leadership Styles Profile,OPQ Team Types & Leadership Styles Profile,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/
OPQ Team Types and Leadership Styles Report,OPQ Team Types and Leadership Styles Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-report/
OPQ UCF Development Action Planner Report 1.0,OPQ UCF Development Action Planner Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report/
OPQ UCF Development Action Planner Report 2.0,OPQ UCF Development Action Planner Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/
OPQ Universal Competency Report 1.0,OPQ Universal Competency Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report/
OPQ Universal Competency Report 2.0,OPQ Universal Competency Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report-2-0/
OPQ User and Managers Report,OPQ User and Managers Report,https://www.shl.com/solutions/products/product-catalog/view/opq-user-and-managers-report/
OPQ User Report,OPQ User Report,https://www.shl.com/solutions/products/product-catalog/view/opq-user-report/
Oracle DBA (Advanced Level) (New),Oracle DBA (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-dba-advanced-level-new/
Oracle DBA (Entry Level) (New),Oracle DBA (Entry Level) (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-dba-entry-level-new/
Oracle PL/SQL (New),Oracle PL/SQL (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-plsql-new/
Oracle WebLogic Server (New),Oracle WebLogic Server (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-weblogic-server-new/
Organic Chemistry (New),Organic Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/organic-chemistry-new/
Paint Technology (New),Paint Technology (New),https://www.shl.com/solutions/products/product-catalog/view/paint-technology-new/
Pediatrics (New),Pediatrics (New),https://www.shl.com/solutions/products/product-catalog/view/pediatrics-new/
Pega Development (New),Pega Development (New),https://www.shl.com/solutions/products/product-catalog/view/pega-development-new/
Perl (New),Perl (New),https://www.shl.com/solutions/products/product-catalog/view/perl-new/
Petrochemical Engineering (New),Petrochemical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/petrochemical-engineering-new/
Petroleum Engineering (New),Petroleum Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/petroleum-engineering-new/
Pharmaceutical Analysis (New),Pharmaceutical Analysis (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-analysis-new/
Pharmaceutical Chemistry (New),Pharmaceutical Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-chemistry-new/
Pharmaceutical Science (New),Pharmaceutical Science (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-science-new/
Pharmaceutics (New),Pharmaceutics (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutics-new/
Pharmacology (New),Pharmacology (New),https://www.shl.com/solutions/products/product-catalog/view/pharmacology-new/
PHP (New),PHP (New),https://www.shl.com/solutions/products/product-catalog/view/php-new/
PJM Development Report,PJM Development Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-development-report/
PJM Selection Report,PJM Selection Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-selection-report/
Polymer Engineering (New),Polymer Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/polymer-engineering-new/
Power Electronics and Drives (New),Power Electronics and Drives (New),https://www.shl.com/solutions/products/product-catalog/view/power-electronics-and-drives-new/
Power System Engineering (New),Power System Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/power-system-engineering-new/
Prism (New),Prism (New),https://www.shl.com/solutions/products/product-catalog/view/prism-new/
Production and Industrial Engineering (New),Production and Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-and-industrial-engineering-new/
Production Engineering (New),Production Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-engineering-new/
Programming Concepts,Programming Concepts,https://www.shl.com/solutions/products/product-catalog/view/programming-concepts/
Project Management (2013),Project Management (2013),https://www.shl.com/solutions/products/product-catalog/view/project-management-2013/
Proofreading v1,Proofreading v1,https://www.shl.com/solutions/products/product-catalog/view/proofreading-v1/
Python (New),Python (New),https://www.shl.com/solutions/products/product-catalog/view/python-new/
R Programming (New),R Programming (New),https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/
ReactJS (New),ReactJS (New),https://www.shl.com/solutions/products/product-catalog/view/reactjs-new/
Reading Comprehension - English v1,Reading Comprehension - English v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-english-v1/
Reading Comprehension - Spanish v1,Reading Comprehension - Spanish v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-spanish-v1/
Reading Comprehension v2,Reading Comprehension v2,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-v2/
RemoteWorkQ,RemoteWorkQ,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq/
RemoteWorkQ Manager Report,RemoteWorkQ Manager Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-manager-report/
RemoteWorkQ Participant Report,RemoteWorkQ Participant Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-participant-report/
RESTful Web Services (New),RESTful Web Services (New),https://www.shl.com/solutions/products/product-catalog/view/restful-web-services-new/
Retail Sales and Service Simulation,Retail Sales and Service Simulation,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-and-service-simulation/
Reviewing Forms - US (R1),Reviewing Forms - US (R1),https://www.shl.com/solutions/products/product-catalog/view/reviewing-forms-us-r1/
Ruby (New),Ruby (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-new/
Ruby on Rails (New),Ruby on Rails (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-on-rails-new/
Sales & Service Phone Simulation,Sales & Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-simulation/
Sales & Service Phone Solution,Sales & Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-solution/
Sales Interview Guide,Sales Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/sales-interview-guide/
Sales Profiler Cards,Sales Profiler Cards,https://www.shl.com/solutions/products/product-catalog/view/sales-profiler-cards/
Sales Transformation 1.0 - Individual Contributor,Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-individual-contributor/
Sales Transformation 2.0 - Individual Contributor,Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/salestransformationreport2-0-individualcontributor/
Sales Transformation Report 1.0 - Sales Manager,Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-sales-manager/
Sales Transformation Report 2.0 - Sales Manager,Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/
Salesforce Development (New),Salesforce Development (New),https://www.shl.com/solutions/products/product-catalog/view/salesforce-development-new/
SAP ABAP (Advanced Level) (New),SAP ABAP (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-advanced-level-new/
SAP ABAP (Intermediate Level) (New),SAP ABAP (Intermediate Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-intermediate-level-new/
SAP Basis (New),SAP Basis (New),https://www.shl.com/solutions/products/product-catalog/view/sap-basis-new/
SAP Business Objects WebI (New),SAP Business Objects WebI (New),https://www.shl.com/solutions/products/product-catalog/view/sap-business-objects-webi-new/
SAP BW (Business Warehouse) (New),SAP BW (Business Warehouse) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-bw-business-warehouse-new/
SAP HCM (Human Capital Management) (New),SAP HCM (Human Capital Management) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hcm-human-capital-management-new/
SAP Hybris (New),SAP Hybris (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hybris-new/
SAP Materials Management (New),SAP Materials Management (New),https://www.shl.com/solutions/products/product-catalog/view/sap-materials-management-new/
SAP SD (Sales and Distribution) (New),SAP SD (Sales and Distribution) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-sd-sales-and-distribution-new/
Search Engine Optimization (New),Search Engine Optimization (New),https://www.shl.com/solutions/products/product-catalog/view/search-engine-optimization-new/
Selenium (New),Selenium (New),https://www.shl.com/solutions/products/product-catalog/view/selenium-new/
Shell Scripting (New),Shell Scripting (New),https://www.shl.com/solutions/products/product-catalog/view/shell-scripting-new/
SHL Verify Interactive - Inductive Reasoning,SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/
